"datasetName"	"habitat"	"stationCode"	"samplingLevel"	"sampleTrackCode"	"sampleAreaOrVolume"	"samples.unit"	"samplingMinDepth"	"samplingMaxDepth"	"samplingMaxElevation"	"samplingMinElevation"	"sampledSedimentDepth"	"replicateOrQuadrant"	"samplingTool"	"taxonNameAsInFile"	"EMBOS_name"	"WoRMS_scientificName"	"lifeStage"	"sex"	"parameter"	"parameters.unit"	"value"	"lat"	"lon"
"11"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P2-R3"	133	"cm2"	0.5	0.5	NA	NA	30	3	"EMBOS corer"	"Mytilus"	"Mytilus"	"Mytilus"	"Adult"	NA	"Individual Count"	""	1	54.4534129667	18.5666074
"12"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P2-R3"	133	"cm2"	0.5	0.5	NA	NA	30	3	"EMBOS corer"	"Bathyporeia pilosa"	"Bathyporeia pilosa"	"Bathyporeia pilosa"	"Adult"	NA	"Individual Count"	""	36	54.4534129667	18.5666074
"13"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P2-R3"	133	"cm2"	0.5	0.5	NA	NA	30	3	"EMBOS corer"	"Polychaeta "	"Polychaeta"	"Polychaeta"	"Juvenile"	NA	"Individual Count"	""	23	54.4534129667	18.5666074
"14"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P3-R1"	133	"cm2"	0.5	0.5	NA	NA	30	1	"EMBOS corer"	"Polychaeta "	"Polychaeta"	"Polychaeta"	"Juvenile"	NA	"Individual Count"	""	14	54.4534129667	18.5666074
"15"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P1-R1"	133	"cm2"	0.5	0.5	NA	NA	30	1	"EMBOS corer"	"Hydrobia"	"Hydrobia"	"Hydrobia"	"Adult"	NA	"Individual Count"	""	3	54.4534129667	18.5666074
"16"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P1-R1"	133	"cm2"	0.5	0.5	NA	NA	30	1	"EMBOS corer"	"Bathyporeia pilosa"	"Bathyporeia pilosa"	"Bathyporeia pilosa"	"Adult"	NA	"Individual Count"	""	19	54.4534129667	18.5666074
"17"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P1-R1"	133	"cm2"	0.5	0.5	NA	NA	30	1	"EMBOS corer"	"Polychaeta "	"Polychaeta"	"Polychaeta"	"Juvenile"	NA	"Individual Count"	""	9	54.4534129667	18.5666074
"18"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	30	2	"EMBOS corer"	"Hydrobia"	"Hydrobia"	"Hydrobia"	"Adult"	NA	"Individual Count"	""	1	54.4534129667	18.5666074
"19"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	30	2	"EMBOS corer"	"Bathyporeia pilosa"	"Bathyporeia pilosa"	"Bathyporeia pilosa"	"Adult"	NA	"Individual Count"	""	20	54.4534129667	18.5666074
"20"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	30	2	"EMBOS corer"	"Neomysis integer"	"Neomysis integer"	"Neomysis integer"	"Adult"	NA	"Individual Count"	""	1	54.4534129667	18.5666074
"21"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P2-R2"	133	"cm2"	0.5	0.5	NA	NA	30	2	"EMBOS corer"	"Polychaeta "	"Polychaeta"	"Polychaeta"	"Juvenile"	NA	"Individual Count"	""	35	54.4534129667	18.5666074
"22"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P1-R2"	133	"cm2"	0.5	0.5	NA	NA	30	2	"EMBOS corer"	"Hydrobia"	"Hydrobia"	"Hydrobia"	"Adult"	NA	"Individual Count"	""	1	54.4534129667	18.5666074
"23"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P1-R2"	133	"cm2"	0.5	0.5	NA	NA	30	2	"EMBOS corer"	"Bathyporeia pilosa"	"Bathyporeia pilosa"	"Bathyporeia pilosa"	"Adult"	NA	"Individual Count"	""	16	54.4534129667	18.5666074
"24"	"EMBOS_pilot_2014_Poland_Puck_Bay_softsub"	"soft substrate (beach)"	"PL-PB-SUB"	"subtidal"	"PL-2014-PB-SUB-P1-R2"	133	"cm2"	0.5	0.5	NA	NA	30	2	"EMBOS corer"	"Polychaeta "	"Polychaeta"	"Polychaeta"	"Juvenile"	NA	"Individual Count"	""	20	54.4534129667	18.5666074
"25"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Nephtys"	"Nephtys"	"Nephtys"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"26"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Oligochaeta "	"Oligochaeta"	"Oligochaeta"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"27"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Pygospio elegans"	"Pygospio elegans"	"Pygospio elegans"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"28"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Cumopsis"	"Cumopsis"	"Cumopsis"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"29"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Bivalvia"	"Bivalvia"	"Bivalvia"	""	NA	"Individual Count"	""	2	51.51795	4.06325
"30"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Heteromastus filiformis"	"Heteromastus filiformis"	"Heteromastus filiformis"	""	NA	"Individual Count"	""	7	51.51795	4.06325
"31"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Nephtys hombergii"	"Nephtys hombergii"	"Nephtys hombergii"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"32"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Oligochaeta "	"Oligochaeta"	"Oligochaeta"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"33"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Mya"	"Mya"	"Mya"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"34"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Bivalvia"	"Bivalvia"	"Bivalvia"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"35"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Crangon crangon"	"Crangon crangon"	"Crangon crangon"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"36"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Heteromastus filiformis"	"Heteromastus filiformis"	"Heteromastus filiformis"	""	NA	"Individual Count"	""	6	51.51795	4.06325
"37"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Nephtys hombergii"	"Nephtys hombergii"	"Nephtys hombergii"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"38"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Oligochaeta "	"Oligochaeta"	"Oligochaeta"	""	NA	"Individual Count"	""	2	51.51795	4.06325
"39"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Heteromastus filiformis"	"Heteromastus filiformis"	"Heteromastus filiformis"	""	NA	"Individual Count"	""	3	51.51795	4.06325
"40"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Caridea"	"Caridea"	"Caridea"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"41"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P3-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Gammarus"	"Gammarus"	"Gammarus"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"42"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Crangon crangon"	"Crangon crangon"	"Crangon crangon"	""	NA	"Individual Count"	""	2	51.51795	4.06325
"43"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Nephtys hombergii"	"Nephtys hombergii"	"Nephtys hombergii"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"44"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Oligochaeta "	"Oligochaeta"	"Oligochaeta"	""	NA	"Individual Count"	""	3	51.51795	4.06325
"45"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Pygospio elegans"	"Pygospio elegans"	"Pygospio elegans"	""	NA	"Individual Count"	""	2	51.51795	4.06325
"46"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Pholoe inornata"	"Pholoe inornata"	"Pholoe inornata"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"47"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Capitella"	"Capitella"	"Capitella"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"48"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Cerastoderma edule"	"Cerastoderma edule"	"Cerastoderma edule"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"49"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Oligochaeta "	"Oligochaeta"	"Oligochaeta"	""	NA	"Individual Count"	""	3	51.51795	4.06325
"50"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Pygospio elegans"	"Pygospio elegans"	"Pygospio elegans"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"51"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P2-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Cumopsis"	"Cumopsis"	"Cumopsis"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"52"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P1-R3"	133	"cm2"	NA	NA	0.05	0.05	30	3	"EMBOS corer"	"Corophium arenarium"	"Corophium arenarium"	"Corophium arenarium"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"53"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P1-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Peringia ulvae  "	"Peringia ulvae"	"Peringia ulvae"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"54"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P1-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Oligochaeta "	"Oligochaeta"	"Oligochaeta"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"55"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P1-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Pygospio elegans"	"Pygospio elegans"	"Pygospio elegans"	""	NA	"Individual Count"	""	2	51.51795	4.06325
"56"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P1-R1"	133	"cm2"	NA	NA	0.05	0.05	30	1	"EMBOS corer"	"Urothoe poseidonis"	"Urothoe poseidonis"	"Urothoe poseidonis"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"57"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P1-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Urothoe poseidonis"	"Urothoe poseidonis"	"Urothoe poseidonis"	""	NA	"Individual Count"	""	3	51.51795	4.06325
"58"	"EMBOS_pilot_2014_Netherlands_Oosterschelde_softsub"	"soft substrate (beach)"	"NL-OS01-LWL"	"intertidal"	"NL-2014-OS01-LWL-P1-R2"	133	"cm2"	NA	NA	0.05	0.05	30	2	"EMBOS corer"	"Peringia ulvae  "	"Peringia ulvae"	"Peringia ulvae"	""	NA	"Individual Count"	""	1	51.51795	4.06325
"59"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P1-R1"	133	"cm2"	0.1	0.1	NA	NA	30	1	"EMBOS corer"	"Loripes lacteus"	"Loripes lacteus"	"Loripes lacteus"	""	NA	"Individual Count"	""	3	35.58181	23.58798
"60"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P1-R1"	133	"cm2"	0.1	0.1	NA	NA	30	1	"EMBOS corer"	"Leptochelia savignyi"	"Leptochelia savignyi"	"Leptochelia savignyi"	""	NA	"Individual Count"	""	1	35.58181	23.58798
"61"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P1-R3"	133	"cm2"	0.1	0.1	NA	NA	30	3	"EMBOS corer"	"Loripes lacteus"	"Loripes lacteus"	"Loripes lacteus"	""	NA	"Individual Count"	""	8	35.58181	23.58798
"62"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P1-R3"	133	"cm2"	0.1	0.1	NA	NA	30	3	"EMBOS corer"	"Capitella"	"Capitella"	"Capitella"	""	NA	"Individual Count"	""	1	35.58181	23.58798
"63"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P1-R3"	133	"cm2"	0.1	0.1	NA	NA	30	3	"EMBOS corer"	"Malacoceros"	"Malacoceros"	"Malacoceros"	""	NA	"Individual Count"	""	1	35.58181	23.58798
"64"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P1-R3"	133	"cm2"	0.1	0.1	NA	NA	30	3	"EMBOS corer"	"Caulleriella viridis"	"Caulleriella viridis"	"Caulleriella viridis"	""	NA	"Individual Count"	""	1	35.58181	23.58798
"65"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P1-R3"	133	"cm2"	0.1	0.1	NA	NA	30	3	"EMBOS corer"	"Protodorvillea kefersteini"	"Protodorvillea kefersteini"	"Protodorvillea kefersteini"	""	NA	"Individual Count"	""	2	35.58181	23.58798
"66"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P2-R2"	133	"cm2"	0.1	0.1	NA	NA	30	2	"EMBOS corer"	"Exogone (Exogone) dispar"	"Exogone (Exogone) dispar"	"Exogone (Exogone) dispar"	""	NA	"Individual Count"	""	1	35.58181	23.58798
"67"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P2-R2"	133	"cm2"	0.1	0.1	NA	NA	30	2	"EMBOS corer"	"Salvatoria yraidae"	"Salvatoria yraidae"	"Salvatoria yraidae"	""	NA	"Individual Count"	""	1	35.58181	23.58798
"68"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P2-R2"	133	"cm2"	0.1	0.1	NA	NA	30	2	"EMBOS corer"	"Caulleriella viridis"	"Caulleriella viridis"	"Caulleriella viridis"	""	NA	"Individual Count"	""	3	35.58181	23.58798
"69"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P2-R2"	133	"cm2"	0.1	0.1	NA	NA	30	2	"EMBOS corer"	"Protodorvillea kefersteini"	"Protodorvillea kefersteini"	"Protodorvillea kefersteini"	""	NA	"Individual Count"	""	3	35.58181	23.58798
"70"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P2-R3"	133	"cm2"	0.1	0.1	NA	NA	30	3	"EMBOS corer"	"Caulleriella viridis"	"Caulleriella viridis"	"Caulleriella viridis"	""	NA	"Individual Count"	""	1	35.58181	23.58798
"71"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P3-R3"	133	"cm2"	0.1	0.1	NA	NA	30	3	"EMBOS corer"	"Loripes lacteus"	"Loripes lacteus"	"Loripes lacteus"	""	NA	"Individual Count"	""	1	35.58181	23.58798
"72"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P3-R3"	133	"cm2"	0.1	0.1	NA	NA	30	3	"EMBOS corer"	"Syllidae"	"Syllidae"	"Syllidae"	""	NA	"Individual Count"	""	1	35.58181	23.58798
"73"	"EMBOS_pilot_2014_Greece_Balos_softsub"	"soft substrate (beach)"	"GR-CR01-IT"	"intertidal"	"GR-2014-CR01-LWL-P3-R3"	133	"cm2"	0.1	0.1	NA	NA	30	3	"EMBOS corer"	"Dorvilleidae"	"Dorvilleidae"	"Dorvilleidae"	""	NA	"Individual Count"	""	2	35.58181	23.58798
